id,question,choices,answerKey,prompt
Mercury_7011165,Which characteristic is affected by interactions with the environment?,"{'text': ['weight', 'eye color', 'blood type', 'handedness'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Which characteristic is affected by interactions with the environment?
Options:
A. weight
B. eye color
C. blood type
D. handedness

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7033793,Which is the greatest impact humans have had on the carbon cycle?,"{'text': ['clear-cutting forests', 'manufacturing plastics', 'burning fossil fuels', 'growing agricultural crops'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which is the greatest impact humans have had on the carbon cycle?
Options:
A. clear-cutting forests
B. manufacturing plastics
C. burning fossil fuels
D. growing agricultural crops

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_SC_400301,The floating arrow on a compass always points towards the,"{'text': ['west.', 'east.', 'south.', 'north.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    The floating arrow on a compass always points towards the
Options:
A. west.
B. east.
C. south.
D. north.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
NYSEDREGENTS_2016_4_21,"Which color shirt will reflect the most light on a hot, sunny day?","{'text': ['black', 'blue', 'red', 'white'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which color shirt will reflect the most light on a hot, sunny day?
Options:
A. black
B. blue
C. red
D. white

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
MCAS_2005_9_13,"A 10 g sample of aluminum and a 10 g sample of iron were each heated by 100 joules of energy. The temperature of the aluminum sample rose 11°C, while the temperature of the iron sample increased 23°C. Which statement best accounts for these results?","{'text': ['Iron is twice as dense as aluminum.', 'Atoms of aluminum are smaller than atoms of iron.', 'Using equal masses results in similar heat capacities.', 'The specific heat of iron is less than that of aluminum.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    A 10 g sample of aluminum and a 10 g sample of iron were each heated by 100 joules of energy. The temperature of the aluminum sample rose 11°C, while the temperature of the iron sample increased 23°C. Which statement best accounts for these results?
Options:
A. Iron is twice as dense as aluminum.
B. Atoms of aluminum are smaller than atoms of iron.
C. Using equal masses results in similar heat capacities.
D. The specific heat of iron is less than that of aluminum.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
MCAS_1999_4_31,"If its food supply in a field decreases, the mouse population in that field will probably","{'text': ['increase.', 'decrease.', 'remain the same.', 'become extinct.'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    If its food supply in a field decreases, the mouse population in that field will probably
Options:
A. increase.
B. decrease.
C. remain the same.
D. become extinct.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7234413,Overuse of soil for farming causes local disruptions of several Earth subsystems. Which of these is a part of the biogeochemical cycle that experiences the most severe local disruption?,"{'text': ['release of carbon into the atmosphere', 'release of oxygen into the atmosphere', 'cycling phosphorus into the soil', 'cycling hydrogen into the soil'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Overuse of soil for farming causes local disruptions of several Earth subsystems. Which of these is a part of the biogeochemical cycle that experiences the most severe local disruption?
Options:
A. release of carbon into the atmosphere
B. release of oxygen into the atmosphere
C. cycling phosphorus into the soil
D. cycling hydrogen into the soil

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
MCAS_2007_8_5167,Which of the following is an example of a physical change but not a chemical change?,"{'text': ['A log gives off heat and light as it burns.', 'A tree stores energy from the Sun in its fruit.', 'A penny lost in the grass slowly changes color.', 'A water pipe freezes and cracks on a cold night.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which of the following is an example of a physical change but not a chemical change?
Options:
A. A log gives off heat and light as it burns.
B. A tree stores energy from the Sun in its fruit.
C. A penny lost in the grass slowly changes color.
D. A water pipe freezes and cracks on a cold night.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7080938,"While conducting an investigation on refraction, a teacher uses a red laser pointer to show how a beam of light is affected as it passes through several glass objects. The teacher should make sure that the","{'text': ['room is totally dark.', 'light source is ultraviolet.', 'beam of light does not travel toward the students.', 'room walls are shielded with insulating material.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    While conducting an investigation on refraction, a teacher uses a red laser pointer to show how a beam of light is affected as it passes through several glass objects. The teacher should make sure that the
Options:
A. room is totally dark.
B. light source is ultraviolet.
C. beam of light does not travel toward the students.
D. room walls are shielded with insulating material.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_SC_408443,One student wrote a report about an investigation in which fertilizer was added to tomato plants. Which information from that student's report would most help a second student repeat the investigation?,"{'text': ['the amount of fertilizer added', 'the height of the fertilized plants', 'the size of each tomato produced', 'the number of tomatoes produced'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    One student wrote a report about an investigation in which fertilizer was added to tomato plants. Which information from that student's report would most help a second student repeat the investigation?
Options:
A. the amount of fertilizer added
B. the height of the fertilized plants
C. the size of each tomato produced
D. the number of tomatoes produced

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
VASoL_2007_3_5,A student wants to look under a heavy rock. Which simple machine would be BEST to use to lift the rock?,"{'text': ['Wheel and axle', 'Lever', 'Inclined plane', 'Screw'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    A student wants to look under a heavy rock. Which simple machine would be BEST to use to lift the rock?
Options:
A. Wheel and axle
B. Lever
C. Inclined plane
D. Screw

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_403680,Rust is a compound with the formula Fe_{2}O_{3}. Which elements combine to form rust?,"{'text': ['iron and water', 'iron and oxygen', 'iron and air', 'iron and acid'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Rust is a compound with the formula Fe_{2}O_{3}. Which elements combine to form rust?
Options:
A. iron and water
B. iron and oxygen
C. iron and air
D. iron and acid

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_400223,The chemical equation below shows a reaction of copper (Cu) with silver nitrate (AgNO_{3}) yielding silver (Ag) and copper(II) nitrate (Cu(NO_{3})_{2}) Cu + 2AgNO_{3} -> 2Ag + Cu(NO_{3})_{2} Silver and copper(II) nitrate are called the,"{'text': ['reactants.', 'products.', 'catalysts.', 'inhibitors.'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    The chemical equation below shows a reaction of copper (Cu) with silver nitrate (AgNO_{3}) yielding silver (Ag) and copper(II) nitrate (Cu(NO_{3})_{2}) Cu + 2AgNO_{3} -> 2Ag + Cu(NO_{3})_{2} Silver and copper(II) nitrate are called the
Options:
A. reactants.
B. products.
C. catalysts.
D. inhibitors.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_184625,What role does the centromere play in cellular reproduction?,"{'text': ['It is the area where microtubules are formed.', 'It is the area where the nucleus is during cell division.', 'It is the area of alignment for the chromosomes.', 'It is the area of attachment for chromatids.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    What role does the centromere play in cellular reproduction?
Options:
A. It is the area where microtubules are formed.
B. It is the area where the nucleus is during cell division.
C. It is the area of alignment for the chromosomes.
D. It is the area of attachment for chromatids.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
